Canal_1,Canal_2,Canal_3,Canal_4,Canal_5
2.3446,-3.4596,5.8689,3.4446,5.6574
3.2446,-3.6596,7.3689,2.5446,5.6574
3.7446,-5.1596,7.7689,1.2446,4.4574
3.8446,-6.1596,7.2689,1.6446,5.6574
6.4446,-4.4596,5.9689,-1.3554,3.5574
5.6446,-3.0596,6.7689,0.3446,5.2574
3.5446,-6.5596,4.1689,-1.3554,3.8574
4.0446,-2.8596,6.5689,0.2446,2.9574
3.7446,-0.4596,6.3689,3.8446,4.5574
3.8446,-2.9596,4.3689,6.5446,6.8574
5.4446,-3.5596,2.2689,6.4446,6.3574
10.445,1.0404,-0.7311,6.1446,8.8574
18.045,8.8404,-5.1311,6.8446,7.9574
17.445,11.14,-10.831,7.3446,3.1574
8.9446,5.1404,-10.131,6.5446,-3.0426
-5.4554,-7.9596,1.2689,3.6446,-6.3426
-12.655,-15.26,8.7689,1.9446,-4.0426
-7.3554,-9.4596,9.9689,2.9446,1.1574
-0.8554,-4.2596,7.4689,1.8446,4.4574
0.6446,-7.5596,6.8689,3.5446,7.7574
-1.8554,-12.96,3.7689,3.0446,9.5574
-1.5554,-13.06,6.7689,7.8446,12.157
-2.7554,-13.26,5.3689,9.8446,12.157
-6.2554,-9.1596,0.9689,12.845,5.1574
-12.155,-0.6596,-7.9311,14.845,-6.1426
-23.155,14.14,-20.831,17.445,-24.243
-31.055,38.24,-32.631,20.945,-45.143
-37.955,58.44,-47.331,15.445,-64.743
-42.655,79.14,-59.131,12.845,-81.843
-43.455,95.94,-68.831,4.6446,-92.443
-26.655,100.14,-60.631,-8.3554,-80.943
2.2446,89.44,-37.331,-19.655,-56.043
20.645,61.64,-15.231,-24.155,-27.543
34.445,34.14,3.0689,-24.655,-4.2426
36.845,9.2404,13.969,-17.255,12.957
28.745,-13.36,19.469,-5.9554,22.957
16.945,-25.16,19.169,0.1446,25.457
11.045,-29.46,18.369,6.1446,26.257
7.9446,-32.86,17.969,5.1446,26.657
4.6446,-35.96,15.869,4.1446,24.557
6.0446,-31.36,16.469,4.2446,23.757
5.1446,-30.66,16.769,4.3446,24.557
6.4446,-30.66,14.969,4.7446,21.057
5.0446,-30.36,12.969,6.1446,20.257
6.2446,-27.26,13.669,7.4446,18.057
4.8446,-25.36,14.169,5.2446,18.857
4.3446,-26.86,14.969,3.9446,16.857
4.6446,-25.96,12.069,4.1446,15.157
2.7446,-23.06,9.3689,4.8446,12.157
3.9446,-20.16,9.4689,5.4446,11.857
2.0446,-19.66,8.5689,5.6446,12.057
2.0446,-17.76,8.6689,7.1446,12.057
0.7446,-17.76,7.9689,5.9446,11.557
0.5446,-15.56,7.6689,5.3446,10.257
3.2446,-12.86,7.2689,6.4446,9.8574
4.0446,-12.76,5.0689,5.6446,7.9574
2.2446,-13.26,3.9689,5.5446,6.6574
2.7446,-11.26,1.0689,3.2446,4.7574
4.2446,-8.2596,1.9689,4.2446,4.1574
2.5446,-8.1596,2.5689,1.5446,2.0574
2.7446,-7.8596,1.3689,2.8446,1.6574
3.7446,-6.0596,1.8689,3.7446,1.2574
3.3446,-4.4596,0.5689,1.5446,2.2574
3.4446,-1.3596,1.7689,3.4446,2.3574
1.1446,-1.8596,2.4689,1.3446,2.2574
0.6446,-3.4596,1.7689,1.4446,1.6574
2.1446,-2.4596,0.4689,1.0446,-0.4426
3.7446,-0.3596,-1.1311,2.1446,-2.3426
0.2446,0.2404,-1.9311,2.9446,-2.5426
-0.9554,0.4404,-2.4311,3.9446,-1.8426
1.8446,-1.0596,-1.9311,1.8446,-3.0426
0.8446,0.0404,-0.9311,0.8446,-2.7426
-0.9554,-2.4596,-2.0311,-0.9554,-4.6426
-0.3554,-0.0596,-0.2311,1.6446,-2.7426
-3.5554,-2.3596,-1.6311,0.8446,-3.2426
-1.6554,-2.4596,-1.8311,-0.6554,-3.9426
-2.0554,-3.1596,-1.3311,3.5446,-2.4426
-2.8554,-2.0596,-4.5311,5.1446,-3.6426
-0.8554,1.5404,-2.0311,5.9446,-3.3426
-1.8554,1.7404,-1.4311,6.1446,-3.9426
-2.4554,1.9404,-0.5311,6.8446,-4.3426
-2.7554,0.3404,1.2689,7.0446,-4.8426
-2.8554,2.8404,0.4689,4.4446,-5.2426
-4.0554,2.7404,0.3689,4.4446,-4.6426
-4.0554,1.3404,-2.2311,1.9446,-5.8426
-3.9554,1.0404,-2.4311,1.4446,-5.7426
-3.2554,1.8404,-3.2311,2.9446,-5.4426
-1.0554,3.0404,-5.4311,4.5446,-4.3426
-3.0554,3.9404,-4.8311,4.8446,-2.2426
-3.5554,4.9404,-3.1311,4.9446,-2.0426
-5.8554,3.5404,-2.8311,3.1446,-2.1426
-5.0554,3.6404,-3.7311,4.1446,-1.4426
-5.5554,2.6404,-2.9311,3.1446,-0.8426
-4.6554,2.4404,-3.1311,3.8446,-3.1426
-2.6554,2.6404,-4.1311,6.2446,-2.6426
-2.5554,1.4404,-2.3311,5.0446,-2.2426
-2.8554,1.7404,-2.4311,4.8446,-0.8426
-4.3554,0.6404,-3.5311,3.7446,0.4574
-2.6554,0.0404,-4.0311,2.2446,0.1574
-3.2554,0.0404,-1.2311,1.7446,1.6574
-0.7554,-1.6596,1.0689,1.4446,4.0574
-0.8554,-3.6596,2.5689,4.0446,7.1574
-2.0554,-3.9596,3.3689,4.0446,8.7574
-2.1554,-5.8596,2.2689,5.4446,8.1574
-0.0554,-6.1596,4.4689,6.0446,9.0574
2.2446,-7.6596,6.4689,5.6446,10.557
2.7446,-7.2596,5.3689,4.2446,11.457
3.7446,-6.6596,4.6689,4.2446,10.157
2.1446,-8.0596,3.9689,0.9446,9.2574
4.4446,-8.9596,4.9689,0.4446,8.8574
3.7446,-8.7596,4.7689,-0.8554,7.3574
6.4446,-7.2596,6.5689,-0.6554,8.5574
3.6446,-9.1596,5.4689,-0.7554,7.5574
4.4446,-6.4596,6.1689,-0.8554,7.1574
3.8446,-5.9596,6.3689,-0.4554,5.6574
2.9446,-7.5596,6.5689,0.6446,5.1574
4.0446,-5.5596,5.0689,1.6446,4.9574
4.0446,-4.0596,3.6689,2.5446,4.5574
5.7446,-3.6596,6.0689,3.7446,3.7574
1.7446,-4.9596,6.4689,4.0446,4.4574
0.9446,-5.1596,4.7689,3.3446,1.8574
0.5446,-5.6596,5.5689,5.4446,2.9574
0.3446,-5.7596,3.8689,6.2446,3.4574
3.0446,-4.8596,3.8689,7.9446,6.4574
4.6446,-2.4596,-0.0311,7.8446,8.6574
13.445,6.4404,-4.6311,9.2446,11.457
15.245,9.9404,-10.731,7.3446,6.9574
9.4446,6.5404,-12.831,6.1446,0.6574
-4.7554,-4.4596,-4.8311,4.9446,-4.3426
-17.655,-14.56,6.6689,1.9446,-4.1426
-16.655,-15.36,10.469,-0.1554,0.7574
-11.355,-11.16,8.3689,1.5446,4.2574
-5.7554,-7.8596,6.1689,1.2446,5.5574
-4.8554,-6.6596,6.0689,2.8446,4.8574
-5.3554,-7.2596,4.1689,0.9446,3.5574
-6.1554,-4.6596,3.7689,0.9446,3.8574
-6.2554,-4.7596,3.7689,1.2446,4.7574
-4.4554,-5.2596,4.5689,2.4446,5.1574
-6.5554,-7.5596,4.9689,2.2446,4.6574
-7.9554,-6.7596,4.4689,1.2446,4.5574
-5.2554,-5.5596,4.4689,1.2446,3.8574
-4.7554,-6.5596,4.9689,1.9446,4.5574
-3.3554,-7.5596,3.4689,3.7446,4.5574
-2.4554,-4.9596,2.3689,2.0446,3.6574
-3.7554,-2.3596,3.1689,2.1446,3.2574
-4.2554,-4.3596,2.9689,1.2446,3.5574
-4.2554,-3.3596,3.8689,3.8446,4.6574
-3.7554,-3.1596,2.8689,6.5446,7.9574
-3.5554,-4.5596,2.8689,6.2446,6.9574
-3.2554,-5.8596,4.0689,6.0446,7.5574
-4.2554,-4.3596,4.9689,4.3446,6.3574
-4.2554,-1.6596,5.7689,4.3446,6.6574
-5.2554,-3.0596,2.9689,4.1446,4.3574
-5.9554,-4.3596,0.2689,7.0446,1.9574
-7.5554,-3.7596,-0.3311,6.7446,2.1574
-8.7554,-3.8596,-0.9311,4.1446,0.2574
-9.9554,-2.5596,-1.1311,4.5446,-1.7426
-8.4554,0.4404,-2.6311,2.6446,-2.2426
-7.1554,0.3404,-1.6311,3.5446,-2.7426
-6.7554,0.7404,-1.4311,1.4446,-3.9426
-3.3554,2.8404,-0.8311,0.8446,-3.7426
-4.4554,2.3404,-2.7311,0.1446,-5.3426
-2.9554,2.7404,-1.8311,1.4446,-3.3426
-0.9554,0.6404,0.1689,1.0446,-0.9426
0.6446,1.0404,0.8689,0.1446,-1.2426
1.7446,2.4404,0.4689,-3.4554,-2.0426
1.4446,1.7404,0.5689,-1.5554,-1.5426
0.0446,1.0404,0.6689,-4.0554,-1.6426
1.2446,1.4404,2.2689,-5.6554,-0.5426
1.2446,2.0404,1.2689,-6.5554,-0.7426
2.7446,2.6404,0.9689,-4.7554,-0.1426
5.7446,2.8404,1.9689,-3.8554,0.2574
5.7446,-0.5596,1.9689,-3.9554,1.4574
4.1446,-3.1596,2.9689,-2.4554,2.1574
7.0446,-1.1596,3.6689,-4.0554,1.9574
5.4446,-1.0596,3.4689,-6.2554,1.8574
4.3446,-3.1596,1.6689,-7.7554,-0.2426
4.3446,-0.8596,2.7689,-7.9554,0.0574
4.1446,-0.5596,2.5689,-8.8554,-0.7426
6.3446,-0.6596,3.4689,-7.2554,-0.2426
4.1446,-0.3596,3.0689,-6.9554,-1.2426
6.7446,2.2404,2.6689,-5.6554,-2.1426
4.7446,0.4404,0.6689,-5.7554,-1.0426
3.3446,0.1404,0.9689,-5.9554,-0.3426
3.7446,-1.6596,1.3689,-6.8554,-0.7426
1.9446,-1.9596,1.8689,-5.8554,-1.6426
3.5446,-0.6596,2.2689,-3.3554,-1.7426
4.9446,1.8404,2.3689,-2.1554,0.2574
4.8446,1.0404,0.5689,-2.2554,-0.9426
2.7446,0.5404,1.9689,-3.5554,-2.1426
0.8446,-1.4596,2.6689,-4.6554,-0.3426
-0.6554,-5.3596,4.1689,-3.2554,3.9574
-1.8554,-9.0596,7.2689,-0.1554,8.4574
-2.9554,-10.66,6.4689,2.3446,9.5574
-4.0554,-10.86,4.7689,2.9446,6.1574
-7.6554,-4.5596,-3.0311,2.4446,-4.2426
-14.255,9.0404,-11.531,5.9446,-16.643
-25.155,25.24,-26.431,5.0446,-36.043
-30.255,53.04,-40.331,4.0446,-56.243
-36.155,74.14,-54.631,2.6446,-73.043
-39.555,93.24,-64.531,1.3446,-87.343
-31.955,106.34,-63.531,-10.355,-86.643
-6.8554,101.04,-47.131,-24.655,-68.243
17.245,79.94,-26.231,-33.255,-41.643
32.745,51.64,-3.5311,-36.755,-14.543
39.145,23.34,8.2689,-33.055,5.8574
36.045,1.5404,14.169,-21.855,16.857
23.645,-15.56,18.069,-10.755,24.757
12.845,-25.96,16.869,-6.6554,26.157
8.6446,-30.66,18.369,-3.6554,27.157
5.8446,-32.56,17.569,-0.5554,27.557
4.3446,-31.56,16.169,-3.1554,24.157
4.6446,-28.06,17.369,-3.4554,24.157
4.7446,-27.46,14.869,-3.0554,22.157
4.1446,-26.36,15.269,-1.8554,21.057
5.8446,-26.16,15.369,0.2446,20.057
2.9446,-25.86,14.869,1.4446,19.157
0.2446,-26.06,13.769,-0.6554,16.357
0.4446,-23.66,13.469,-1.7554,13.957
0.1446,-22.66,12.369,-1.9554,12.357
-0.1554,-19.96,11.769,-1.8554,10.857
2.6446,-15.96,10.269,-2.0554,10.357
1.5446,-16.16,8.2689,-1.8554,11.357
1.8446,-13.46,6.7689,-2.3554,8.6574
0.1446,-11.96,4.7689,-3.3554,6.9574
-1.2554,-12.36,4.7689,-3.5554,4.8574
-0.4554,-9.9596,4.7689,-3.7554,3.6574
-1.4554,-9.6596,4.8689,-4.0554,4.7574
0.2446,-8.7596,4.3689,-4.3554,4.4574
-2.6554,-9.4596,1.8689,-4.5554,3.3574
-2.2554,-8.2596,2.2689,-5.3554,2.5574
-2.2554,-6.5596,4.5689,-4.4554,4.7574
-0.4554,-4.6596,6.1689,-6.3554,4.0574
1.6446,-1.5596,5.7689,-4.9554,3.5574
-0.7554,-3.9596,3.0689,-5.5554,0.9574
-0.1554,-2.8596,1.1689,-3.7554,-0.8426
1.5446,-0.9596,-1.2311,-2.7554,1.2574
8.8446,6.7404,-4.0311,-2.0554,4.2574
17.745,15.44,-11.331,-4.0554,-1.9426
14.045,15.54,-15.331,-4.5554,-8.0426
4.3446,7.3404,-15.231,-8.6554,-14.743
-12.755,-5.2596,-3.3311,-9.7554,-15.143
-16.655,-10.56,4.7689,-14.555,-12.343
-8.2554,-4.2596,4.2689,-11.755,-9.0426
-4.6554,0.5404,1.0689,-9.4554,-7.5426
-6.0554,1.2404,0.2689,-8.3554,-7.4426
-5.9554,0.9404,0.6689,-9.0554,-7.1426
-3.8554,3.3404,1.7689,-9.0554,-7.0426
-4.4554,5.5404,0.0689,-6.9554,-8.9426
-2.1554,5.8404,0.0689,-6.3554,-7.9426
-3.5554,3.6404,0.4689,-6.1554,-5.7426
-4.0554,2.6404,0.4689,-8.7554,-4.7426
-6.5554,2.8404,-1.4311,-7.9554,-3.5426
-5.6554,4.2404,-2.3311,-7.9554,-4.5426
-3.6554,4.4404,-0.5311,-6.3554,-6.8426
-4.3554,3.2404,-2.1311,-7.2554,-7.6426
-5.7554,1.9404,-1.2311,-6.3554,-8.0426
-4.6554,5.0404,-1.3311,-5.7554,-7.5426
-5.9554,5.5404,-2.9311,-5.4554,-5.7426
-4.1554,6.8404,-1.5311,-4.2554,-3.1426
-6.2554,5.6404,-1.7311,-6.5554,-3.3426
-5.1554,5.0404,-0.4311,-6.4554,-2.8426
-6.7554,6.4404,-2.2311,-5.3554,-2.7426
-6.0554,8.8404,-0.6311,-5.3554,-3.9426
-5.6554,6.9404,0.7689,-3.8554,-3.1426
-3.4554,4.2404,2.1689,-4.4554,-3.5426
-4.6554,3.4404,-0.3311,-5.2554,-3.6426
-5.5554,2.1404,0.4689,-5.0554,-3.2426
-4.4554,2.6404,3.4689,-4.4554,-3.8426
-3.7554,3.0404,2.2689,-7.5554,-3.8426
-2.5554,0.4404,2.1689,-7.2554,-3.0426
-1.0554,-0.8596,2.0689,-5.3554,-1.1426
-2.3554,-2.0596,3.7689,-3.1554,1.6574
-1.1554,-1.9596,4.5689,-3.6554,1.9574
-1.3554,-4.4596,7.1689,-6.0554,5.7574
-0.5554,-6.6596,5.0689,-7.7554,4.3574
0.8446,-5.9596,6.5689,-7.5554,5.9574
0.7446,-5.7596,6.7689,-8.2554,5.7574
2.4446,-3.9596,7.4689,-7.1554,5.9574
2.8446,-4.3596,8.4689,-5.4554,6.2574
3.5446,-4.6596,8.4689,-6.4554,5.6574
4.7446,-3.4596,6.5689,-7.9554,4.3574
5.0446,-5.5596,7.9689,-8.2554,4.5574
4.5446,-6.3596,7.2689,-5.7554,5.4574
2.8446,-4.0596,6.7689,-5.7554,5.9574
2.2446,-3.0596,6.8689,-5.8554,6.7574
3.4446,-2.0596,7.2689,-4.4554,7.0574
3.2446,-2.1596,7.1689,-1.9554,8.6574
2.1446,-5.3596,6.7689,-5.1554,8.7574
2.4446,-6.9596,6.7689,-6.3554,7.2574
0.1446,-5.7596,7.5689,-7.1554,4.8574
0.2446,-4.3596,8.0689,-6.2554,4.7574
0.2446,-3.9596,6.9689,-5.6554,2.9574
-0.2554,-2.8596,5.7689,-5.9554,3.9574
-1.1554,-4.3596,4.6689,-7.4554,3.7574
-1.3554,-2.2596,4.4689,-4.8554,3.4574
-0.8554,-1.8596,5.2689,-3.2554,2.5574
-1.5554,-3.3596,4.6689,-3.0554,1.6574
-2.6554,-2.2596,4.1689,-4.4554,-0.1426
-4.0554,-1.3596,5.3689,-6.3554,0.8574
-4.6554,-2.8596,6.1689,-5.4554,2.1574
-3.9554,-1.9596,5.9689,-6.9554,1.6574
-4.0554,-4.2596,6.5689,-5.2554,3.1574
-3.6554,-4.4596,6.4689,-3.8554,3.4574
-2.9554,-3.3596,5.4689,-2.9554,3.4574
-5.0554,-4.7596,5.6689,-3.8554,2.6574
-4.3554,-2.9596,5.5689,-4.9554,2.1574
-4.8554,-3.8596,5.6689,-5.5554,0.7574
-2.8554,-2.0596,6.2689,-4.5554,0.0574
-3.0554,-2.1596,2.8689,-4.4554,-0.7426
-5.7554,-3.4596,3.6689,-3.2554,0.7574
-6.7554,-6.3596,3.3689,-2.5554,0.6574
-5.8554,-3.4596,4.0689,-3.8554,0.2574
-4.3554,-0.5596,3.8689,-4.9554,-1.9426
-2.9554,0.1404,4.9689,-3.0554,-0.2426
-3.9554,-1.8596,4.5689,-5.0554,1.7574
-4.6554,-2.2596,3.9689,-4.6554,1.4574
-4.4554,-2.5596,3.5689,-2.5554,3.4574
-5.4554,-3.2596,2.2689,-3.1554,3.8574
-5.0554,-1.2596,1.6689,-3.2554,2.5574
-3.0554,0.8404,1.3689,-4.5554,2.3574
-3.0554,-0.8596,2.1689,-3.9554,4.4574
-2.2554,-3.3596,3.1689,-3.1554,2.2574
-3.9554,-3.2596,4.0689,-4.0554,1.3574
-5.2554,-3.8596,2.9689,-6.2554,0.7574
-4.6554,-2.7596,3.5689,-7.4554,2.6574
-4.4554,-2.5596,4.2689,-5.5554,4.8574
-5.6554,-4.5596,2.9689,-4.4554,3.8574
-3.7554,-1.7596,2.8689,-3.0554,1.4574
-4.5554,-0.9596,1.1689,-3.7554,0.0574
-4.1554,-1.6596,2.1689,-3.3554,-1.3426
-5.7554,0.0404,3.0689,-5.2554,-0.7426
-7.7554,-1.5596,3.4689,-4.3554,0.3574
-9.2554,-1.9596,2.9689,-3.1554,0.9574
-7.6554,-1.1596,0.8689,-2.1554,-1.0426
-7.5554,-0.1596,-0.9311,-2.7554,-1.1426
-7.3554,-0.2596,-2.0311,1.5446,-0.5426
-7.8554,1.1404,-5.1311,2.1446,-1.6426
-8.2554,-0.2596,-4.0311,1.2446,-1.0426
-10.655,-0.6596,-3.7311,-1.1554,-1.5426
-9.4554,1.6404,-0.3311,-3.2554,1.3574
-8.4554,0.9404,1.4689,-5.6554,1.5574
-5.1554,-0.0596,4.3689,-6.7554,3.0574
-3.2554,-1.6596,2.7689,-6.5554,0.3574
-2.8554,-2.5596,1.6689,-7.0554,0.9574
-1.4554,-0.4596,0.7689,-5.6554,1.6574
-1.5554,1.4404,0.0689,-5.1554,1.3574
-1.8554,1.9404,-0.0311,-3.6554,2.7574
2.0446,5.3404,-0.0311,-0.7554,5.4574
6.6446,7.1404,-0.5311,-2.0554,10.557
15.245,12.24,-3.7311,-2.6554,12.157
17.545,14.14,-10.231,-3.9554,4.1574
9.4446,7.8404,-12.531,-5.0554,-3.7426
-4.3554,-6.2596,-2.2311,-5.7554,-8.2426
-15.355,-14.36,8.0689,-9.6554,-6.9426
-10.255,-10.26,10.969,-11.955,-3.0426
-3.7554,-5.9596,9.0689,-12.455,0.7574
-0.1554,-4.6596,7.0689,-9.7554,3.0574
-0.1554,-4.8596,6.4689,-11.055,2.8574
-1.7554,-4.3596,3.5689,-6.8554,2.5574
-0.1554,-1.8596,2.9689,-5.1554,0.0574
-0.0554,-1.7596,4.0689,-8.2554,-0.1426
-2.0554,-3.8596,6.9689,-8.2554,1.5574
-3.4554,-5.5596,6.2689,-6.7554,2.6574
-2.4554,-5.6596,6.5689,-6.0554,2.9574
-2.4554,-3.9596,3.3689,-6.3554,-0.3426
-0.3554,-1.6596,1.6689,-6.0554,-0.1426
0.6446,-2.7596,1.1689,-7.0554,-1.0426
1.1446,-3.3596,2.8689,-8.8554,-2.2426
-0.3554,-3.6596,3.1689,-7.8554,-0.7426
-3.1554,-7.5596,5.5689,-4.8554,4.1574
-6.5554,-12.06,5.9689,0.5446,7.0574
-9.8554,-14.36,6.5689,2.7446,8.6574
-10.655,-12.06,6.6689,3.7446,6.2574
-13.055,-3.2596,0.0689,3.6446,-5.2426
-20.855,8.3404,-11.031,6.3446,-18.843
-30.555,26.14,-26.531,6.8446,-37.843
-37.155,50.64,-41.031,3.9446,-58.843
-42.755,68.44,-52.931,2.1446,-74.543
-46.855,84.74,-62.031,0.0446,-86.643
-40.955,95.04,-62.031,-10.255,-84.743
-11.055,92.54,-44.531,-26.355,-65.143
17.345,77.14,-22.831,-36.755,-40.143
34.745,51.44,-4.6311,-40.255,-17.443
39.645,23.74,9.4689,-35.555,1.4574
34.745,2.3404,13.669,-24.955,13.057
23.645,-13.66,17.069,-15.055,18.757
13.345,-24.06,17.069,-8.1554,21.657
8.1446,-29.76,17.669,-6.0554,23.957
5.3446,-32.06,18.069,-4.2554,24.757
3.0446,-31.66,16.769,-4.1554,23.857
1.4446,-29.76,15.369,-3.4554,24.557
2.9446,-29.66,15.269,0.1446,24.157
0.2446,-29.56,14.569,1.6446,21.957
0.2446,-28.26,14.469,-0.0554,19.657
-0.3554,-25.86,14.669,-1.5554,19.457
0.6446,-21.86,14.769,-1.3554,18.357
-3.3554,-22.76,12.469,0.2446,17.557
-2.5554,-20.76,10.369,-0.5554,15.457
-2.5554,-18.56,8.7689,-2.4554,13.257
-1.8554,-16.56,7.4689,-4.7554,12.157
0.6446,-13.16,9.6689,-1.9554,13.357
0.0446,-14.96,10.169,-3.6554,13.057
-2.0554,-13.86,7.1689,-2.6554,12.157
-2.4554,-12.26,5.2689,-2.8554,9.9574
-1.1554,-10.46,4.3689,-2.4554,8.3574
-2.3554,-8.9596,4.5689,-3.2554,6.7574
-1.4554,-7.8596,4.8689,-5.3554,6.6574
-3.2554,-8.6596,3.6689,-3.8554,6.1574
-3.0554,-9.8596,3.0689,-2.2554,4.3574
-3.3554,-8.0596,4.6689,-5.2554,2.5574
-3.0554,-6.7596,3.9689,-5.8554,4.1574
-3.0554,-7.9596,2.3689,-5.4554,4.2574
-2.3554,-5.5596,1.4689,-5.2554,2.2574
-5.9554,-5.0596,0.9689,-3.1554,1.5574
-4.7554,-4.4596,1.1689,-3.2554,-1.1426
-4.6554,-4.9596,0.5689,-4.3554,-0.6426
-4.5554,-3.9596,0.0689,-6.3554,-0.9426
-3.0554,-1.8596,0.4689,-4.8554,0.0574
-6.2554,-2.3596,0.1689,-4.4554,0.9574
-2.7554,-1.1596,-0.2311,-3.1554,-0.6426
-4.9554,-2.4596,1.2689,-3.4554,-0.2426
-4.1554,-1.3596,-0.2311,-4.2554,-3.5426
-4.4554,-0.0596,-1.2311,-3.2554,-2.7426
-4.4554,-1.6596,-0.3311,-4.1554,-2.6426
-5.6554,0.2404,-4.3311,-5.9554,-4.7426
-3.5554,1.3404,-3.7311,-6.8554,-5.0426
-3.7554,0.9404,-2.6311,-6.9554,-6.3426
-1.9554,3.8404,-2.3311,-5.9554,-5.6426
-4.9554,1.8404,-3.5311,-4.1554,-5.3426
-5.7554,2.2404,-3.1311,-5.9554,-3.9426
-5.9554,3.5404,-2.7311,-3.7554,-3.1426
-4.4554,4.0404,-3.1311,-6.4554,-3.9426
-5.7554,4.0404,-4.1311,-8.2554,-4.0426
-3.2554,7.6404,-4.1311,-9.2554,-5.3426
-2.0554,9.3404,-5.0311,-11.255,-7.6426
-3.6554,9.1404,-5.0311,-11.155,-7.0426
-4.5554,5.8404,-5.8311,-11.455,-7.9426
-3.9554,6.8404,-2.4311,-7.3554,-4.9426
-5.6554,4.2404,-2.1311,-6.1554,-4.0426
-4.4554,5.4404,-1.3311,-4.2554,-4.5426
-3.7554,6.6404,-0.7311,-2.2554,-4.4426
-3.9554,6.8404,-3.2311,-1.6554,-3.6426
-6.8554,5.0404,-4.0311,-4.9554,-3.6426
-6.4554,5.2404,-4.2311,-4.7554,-2.0426
-6.5554,4.7404,-4.1311,-4.3554,-1.6426
-4.9554,5.3404,-3.1311,-4.5554,-1.2426
-3.8554,4.6404,-2.3311,-3.4554,1.3574
-2.5554,1.2404,-3.1311,-4.1554,0.1574
-1.5554,0.7404,-1.6311,-2.3554,0.0574
0.5446,-0.1596,-0.1311,-3.1554,3.2574
-1.5554,-3.6596,3.0689,-2.6554,5.6574
-1.7554,-4.6596,3.2689,-0.5554,7.3574
-2.6554,-5.6596,5.4689,-0.8554,7.4574
-1.0554,-6.4596,4.7689,-4.0554,6.6574
-0.8554,-5.1596,3.2689,-4.8554,7.9574
0.1446,-5.3596,5.8689,-6.6554,10.057
-1.3554,-5.9596,7.3689,-7.5554,11.157
-0.3554,-7.4596,6.2689,-6.4554,10.857
1.0446,-6.5596,6.6689,-3.2554,10.457
2.3446,-8.3596,4.2689,-0.7554,10.857
6.7446,-2.7596,0.4689,-1.3554,8.2574
13.245,3.8404,0.4689,-1.0554,10.657
18.245,9.1404,-4.8311,-2.1554,9.6574
16.245,7.3404,-7.9311,-2.1554,5.0574
8.8446,1.5404,-5.7311,-4.3554,-1.8426
-8.3554,-12.76,6.4689,-9.5554,-4.6426
-13.155,-16.76,9.7689,-13.155,-2.3426
-5.2554,-10.86,9.4689,-12.755,2.0574
0.8446,-6.2596,8.6689,-8.2554,5.9574
2.8446,-2.7596,3.9689,-5.8554,3.4574
0.4446,-3.0596,3.5689,-5.2554,3.5574
-0.5554,-4.3596,2.3689,-6.9554,3.6574
-0.7554,-3.3596,3.4689,-7.3554,3.9574
-1.1554,-3.4596,3.6689,-5.4554,3.6574
-2.3554,-5.2596,1.4689,-6.0554,2.0574
-2.4554,-3.6596,1.5689,-6.5554,1.5574
-2.1554,-2.1596,1.6689,-6.2554,1.9574
-2.2554,-3.1596,2.0689,-6.2554,0.1574
-2.4554,-2.4596,3.9689,-7.6554,0.4574
-3.3554,-3.6596,2.7689,-6.9554,-0.0426
-4.1554,-1.1596,2.3689,-5.9554,1.6574
-2.2554,-2.7596,1.4689,-4.2554,2.5574
-1.6554,-2.6596,-0.8311,-3.9554,2.2574
-1.6554,0.4404,0.0689,-2.3554,1.3574
-4.2554,-1.5596,1.0689,-6.0554,0.2574
-3.7554,-2.1596,1.8689,-3.2554,-0.2426
-2.6554,-2.8596,2.2689,-1.5554,-0.0426
-0.8554,-1.2596,2.1689,-4.4554,0.2574
-2.0554,-0.9596,2.0689,-5.2554,0.9574
-4.8554,-2.9596,0.8689,-4.0554,0.9574
-3.8554,-2.4596,3.2689,-4.7554,0.7574
-2.4554,-3.4596,3.5689,-4.5554,1.5574
-3.6554,-2.8596,3.4689,-3.9554,-0.4426
-4.0554,-2.5596,2.8689,-5.7554,-1.7426
-4.5554,-3.1596,1.1689,-5.6554,-3.7426
-3.7554,-1.5596,2.8689,-4.8554,-2.9426
-3.5554,-2.1596,2.1689,-5.4554,-1.2426
-1.5554,-1.5596,2.4689,-4.5554,-2.5426
-2.8554,-2.5596,1.5689,-1.8554,-2.0426
-0.9554,-2.2596,2.1689,-2.9554,-0.0426
-0.0554,-2.6596,1.0689,-3.4554,1.1574
-0.9554,-1.4596,-0.8311,-4.4554,0.3574
-0.1554,-0.5596,0.8689,-3.9554,-1.1426
0.2446,-2.1596,-0.1311,-3.8554,-3.0426
-0.0554,-1.3596,0.4689,-4.8554,-1.0426
0.1446,-1.3596,2.1689,-4.4554,0.8574
-0.8554,-0.9596,3.1689,-4.5554,1.0574
-1.5554,-0.6596,1.9689,-5.6554,-0.2426
-1.0554,0.1404,1.7689,-2.5554,0.3574
-1.6554,1.1404,-0.1311,-3.7554,-1.5426
0.1446,0.9404,1.4689,-3.5554,-1.1426
0.6446,-0.5596,0.9689,-3.3554,-1.2426
-1.6554,-1.6596,-0.9311,-2.9554,-4.5426
-4.2554,-2.2596,-0.5311,-0.4554,-3.0426
-2.5554,-2.6596,-0.2311,-0.3554,-3.3426
-3.1554,0.4404,-2.3311,1.4446,-2.0426
-5.2554,3.6404,-4.4311,0.8446,-2.8426
