Canal_6,Canal_7,Canal_8
20.223,-78.565,-58.849
46.223,-62.565,-36.849
50.223,-56.565,-50.849
44.223,-64.565,-72.849
34.223,-60.565,-72.849
34.223,-50.565,-66.849
38.223,-44.565,-56.849
36.223,-48.565,-54.849
30.223,-48.565,-40.849
8.2229,-70.565,-66.849
34.223,-26.565,-30.849
10.223,-28.565,-26.849
18.223,-38.565,-38.849
16.223,-0.565,-10.849
6.2229,-36.565,-54.849
26.223,-12.565,-22.849
8.2229,-16.565,-18.849
-1.7771,-28.565,-18.849
18.223,-12.565,-14.849
12.223,-10.565,1.1507
10.223,-12.565,-6.8493
2.2229,-24.565,-12.849
10.223,-0.565,-2.8493
14.223,9.435,15.151
-3.7771,-6.565,-2.8493
-15.777,-22.565,-18.849
-5.7771,-14.565,-14.849
22.223,1.435,-8.8493
8.2229,-6.565,-16.849
0.2229,-0.565,-12.849
-5.7771,-16.565,-26.849
-1.7771,3.435,21.151
2.2229,-0.565,1.1507
8.2229,7.435,11.151
-7.7771,-20.565,-10.849
12.223,-0.565,3.1507
-7.7771,-16.565,-16.849
-3.7771,-18.565,-26.849
10.223,13.435,13.151
-17.777,-30.565,-40.849
10.223,-20.565,-32.849
26.223,15.435,5.1507
24.223,-6.565,-12.849
8.2229,-6.565,-16.849
2.2229,-22.565,-28.849
-7.7771,-14.565,-24.849
16.223,11.435,1.1507
-1.7771,-4.565,-6.8493
0.2229,1.435,-10.849
-5.7771,-14.565,-20.849
0.2229,-6.565,-16.849
8.2229,-6.565,-6.8493
16.223,7.435,5.1507
22.223,9.435,17.151
-9.7771,-14.565,3.1507
18.223,19.435,35.151
4.2229,13.435,25.151
28.223,31.435,33.151
16.223,25.435,27.151
12.223,37.435,25.151
10.223,35.435,23.151
20.223,51.435,35.151
32.223,53.435,31.151
38.223,61.435,53.151
4.2229,11.435,11.151
14.223,25.435,13.151
-19.777,-2.565,3.1507
-3.7771,11.435,1.1507
-19.777,1.435,-4.8493
-17.777,3.435,-12.849
-25.777,-8.565,-8.8493
-21.777,-10.565,-16.849
-21.777,-16.565,-24.849
-15.777,-18.565,-46.849
-3.7771,-14.565,-26.849
-19.777,-32.565,-44.849
-21.777,-46.565,-42.849
8.2229,-10.565,-16.849
8.2229,-16.565,-6.8493
20.223,-12.565,-12.849
-7.7771,-26.565,-34.849
-5.7771,-20.565,-36.849
-5.7771,-16.565,-24.849
-17.777,-34.565,-42.849
-1.7771,-24.565,-30.849
-1.7771,-20.565,-18.849
-1.7771,-14.565,-14.849
4.2229,-10.565,-12.849
-9.7771,-14.565,-8.8493
-1.7771,-8.565,-2.8493
2.2229,1.435,1.1507
8.2229,-0.565,-6.8493
34.223,11.435,3.1507
38.223,-32.565,-18.849
16.223,-62.565,-14.849
52.223,-34.565,19.151
78.223,41.435,83.151
-13.777,135.44,185.15
-97.777,289.44,325.15
-281.78,451.43,489.15
-433.78,625.43,627.15
-583.78,739.43,719.15
-651.78,861.43,757.15
-549.78,805.43,563.15
-347.78,539.43,193.15
-125.78,221.44,-112.85
42.223,-78.565,-348.85
142.22,-246.56,-404.85
192.22,-268.56,-332.85
208.22,-232.56,-236.85
162.22,-238.56,-176.85
132.22,-234.56,-150.85
132.22,-240.56,-154.85
118.22,-224.56,-134.85
124.22,-210.56,-136.85
142.22,-172.56,-110.85
110.22,-180.56,-120.85
88.223,-180.56,-100.85
80.223,-166.56,-84.849
108.22,-130.56,-60.849
74.223,-130.56,-74.849
94.223,-106.56,-62.849
56.223,-120.56,-76.849
80.223,-104.56,-78.849
84.223,-86.565,-42.849
62.223,-86.565,-46.849
58.223,-76.565,-34.849
48.223,-70.565,-42.849
80.223,-26.565,-10.849
38.223,-62.565,-32.849
56.223,-38.565,-32.849
38.223,-54.565,-24.849
38.223,-44.565,-18.849
40.223,-20.565,-14.849
18.223,-40.565,-28.849
30.223,-30.565,-12.849
24.223,-30.565,-20.849
16.223,-20.565,-14.849
28.223,-12.565,-16.849
20.223,-8.565,-8.8493
32.223,1.435,3.1507
14.223,-8.565,-6.8493
16.223,5.435,17.151
24.223,5.435,3.1507
8.2229,1.435,11.151
18.223,7.435,19.151
-17.777,3.435,19.151
4.2229,3.435,5.1507
0.2229,19.435,33.151
-1.7771,11.435,23.151
-7.7771,15.435,13.151
-5.7771,29.435,31.151
-9.7771,33.435,59.151
-9.7771,41.435,49.151
-3.7771,49.435,43.151
-27.777,35.435,27.151
-23.777,47.435,61.151
-31.777,41.435,47.151
-17.777,51.435,45.151
-15.777,53.435,49.151
-33.777,43.435,49.151
-43.777,37.435,41.151
-45.777,39.435,45.151
-33.777,45.435,49.151
-23.777,73.435,73.151
-35.777,45.435,47.151
-35.777,45.435,47.151
-21.777,43.435,37.151
-21.777,37.435,31.151
-11.777,55.435,55.151
-5.7771,41.435,55.151
-7.7771,39.435,65.151
-3.7771,17.435,29.151
2.2229,11.435,33.151
-1.7771,-18.565,1.1507
24.223,-0.565,3.1507
30.223,-16.565,-8.8493
22.223,-38.565,-30.849
50.223,-16.565,-12.849
30.223,-44.565,-40.849
38.223,-52.565,-58.849
34.223,-64.565,-74.849
40.223,-52.565,-76.849
42.223,-60.565,-76.849
22.223,-78.565,-76.849
58.223,-56.565,-66.849
34.223,-68.565,-82.849
46.223,-66.565,-84.849
18.223,-66.565,-86.849
34.223,-48.565,-64.849
32.223,-40.565,-60.849
28.223,-42.565,-52.849
22.223,-54.565,-70.849
32.223,-28.565,-40.849
6.2229,-52.565,-60.849
28.223,-30.565,-50.849
24.223,-18.565,-40.849
6.2229,-32.565,-48.849
-5.7771,-38.565,-42.849
4.2229,-28.565,-36.849
4.2229,-24.565,-30.849
10.223,-20.565,-30.849
14.223,-6.565,-12.849
0.2229,-18.565,-26.849
-3.7771,-20.565,-12.849
-3.7771,-18.565,-14.849
-1.7771,-6.565,-8.8493
4.2229,-10.565,-12.849
0.2229,-4.565,-6.8493
-13.777,-14.565,-24.849
2.2229,-8.565,-8.8493
-5.7771,-12.565,-20.849
-1.7771,-10.565,-20.849
4.2229,-2.565,-6.8493
0.2229,-10.565,-18.849
0.2229,-10.565,-16.849
2.2229,-4.565,-12.849
0.2229,-16.565,-16.849
6.2229,-12.565,-22.849
-1.7771,3.435,-4.8493
-13.777,-10.565,-24.849
16.223,5.435,-14.849
2.2229,-20.565,-38.849
4.2229,-2.565,-10.849
0.2229,-16.565,-16.849
10.223,3.435,-12.849
-3.7771,-10.565,-20.849
4.2229,-6.565,-24.849
4.2229,5.435,-12.849
-9.7771,-12.565,-20.849
-1.7771,-26.565,-36.849
2.2229,-8.565,-28.849
4.2229,-14.565,-34.849
16.223,7.435,-14.849
-3.7771,-20.565,-24.849
0.2229,-10.565,-10.849
2.2229,-10.565,-12.849
8.2229,5.435,-2.8493
0.2229,5.435,-4.8493
4.2229,3.435,-2.8493
6.2229,11.435,29.151
4.2229,9.435,25.151
6.2229,17.435,19.151
4.2229,37.435,35.151
8.2229,33.435,39.151
34.223,51.435,35.151
28.223,35.435,25.151
28.223,37.435,33.151
26.223,43.435,39.151
28.223,43.435,35.151
0.2229,-6.565,-12.849
4.2229,15.435,-8.8493
-33.777,-8.565,-30.849
-31.777,-18.565,-38.849
-17.777,-6.565,-20.849
-21.777,-2.565,-10.849
-21.777,-16.565,-20.849
-3.7771,-16.565,-26.849
-27.777,-30.565,-42.849
-15.777,-30.565,-46.849
-17.777,-28.565,-42.849
-11.777,-24.565,-32.849
-3.7771,-22.565,-18.849
-19.777,-38.565,-50.849
4.2229,-16.565,-38.849
-15.777,-26.565,-42.849
-25.777,-40.565,-56.849
-15.777,-28.565,-38.849
-11.777,-18.565,-18.849
-19.777,-22.565,-18.849
4.2229,-2.565,-12.849
-7.7771,-2.565,-10.849
-17.777,-22.565,-32.849
-7.7771,-14.565,-2.8493
-21.777,-14.565,-2.8493
-1.7771,3.435,-4.8493
-17.777,-6.565,-12.849
4.2229,-12.565,-24.849
20.223,-32.565,-22.849
58.223,-26.565,-2.8493
38.223,-64.565,-24.849
74.223,-10.565,23.151
30.223,91.435,121.15
-55.777,223.44,265.15
-195.78,421.43,457.15
-425.78,545.43,565.15
-553.78,691.43,697.15
-677.78,815.43,785.15
-639.78,801.43,641.15
-467.78,573.43,291.15
-229.78,255.44,-50.849
-45.777,-38.565,-280.85
110.22,-212.56,-384.85
174.22,-266.56,-344.85
178.22,-262.56,-260.85
160.22,-252.56,-208.85
156.22,-218.56,-146.85
158.22,-200.56,-120.85
150.22,-188.56,-132.85
140.22,-196.56,-128.85
132.22,-178.56,-118.85
130.22,-160.56,-102.85
110.22,-164.56,-110.85
104.22,-164.56,-118.85
102.22,-150.56,-98.849
108.22,-122.56,-90.849
110.22,-98.565,-64.849
80.223,-122.56,-70.849
76.223,-116.56,-60.849
66.223,-96.565,-60.849
72.223,-80.565,-62.849
62.223,-70.565,-54.849
54.223,-70.565,-62.849
50.223,-62.565,-38.849
40.223,-72.565,-44.849
50.223,-42.565,-22.849
32.223,-50.565,-40.849
34.223,-44.565,-30.849
38.223,-30.565,-18.849
40.223,-14.565,-0.8493
30.223,-24.565,-4.8493
20.223,-36.565,-30.849
26.223,-32.565,-16.849
28.223,-22.565,-8.8493
42.223,-6.565,13.151
32.223,-8.565,-4.8493
20.223,-26.565,-24.849
34.223,-2.565,-10.849
0.2229,-8.565,-6.8493
10.223,1.435,15.151
0.2229,-6.565,9.1507
24.223,-2.565,5.1507
10.223,7.435,27.151
22.223,27.435,25.151
-9.7771,1.435,5.1507
-5.7771,17.435,11.151
-13.777,11.435,7.1507
4.2229,31.435,37.151
-1.7771,37.435,23.151
-7.7771,27.435,19.151
-7.7771,43.435,43.151
-25.777,35.435,49.151
-41.777,23.435,25.151
-21.777,35.435,31.151
-37.777,49.435,49.151
-27.777,47.435,35.151
-35.777,51.435,43.151
-33.777,55.435,55.151
-19.777,57.435,47.151
-39.777,45.435,53.151
-29.777,39.435,41.151
-47.777,45.435,41.151
-35.777,33.435,21.151
-47.777,29.435,23.151
-7.7771,51.435,51.151
-25.777,27.435,47.151
4.2229,53.435,67.151
-5.7771,9.435,21.151
4.2229,15.435,27.151
-5.7771,-4.565,11.151
4.2229,-2.565,9.1507
22.223,-16.565,-0.8493
34.223,-10.565,1.1507
28.223,-22.565,-14.849
16.223,-58.565,-50.849
42.223,-44.565,-44.849
38.223,-56.565,-72.849
60.223,-48.565,-56.849
58.223,-42.565,-54.849
36.223,-70.565,-88.849
58.223,-62.565,-72.849
38.223,-54.565,-62.849
44.223,-58.565,-72.849
36.223,-52.565,-66.849
26.223,-56.565,-64.849
36.223,-44.565,-52.849
24.223,-48.565,-58.849
26.223,-48.565,-60.849
26.223,-42.565,-54.849
34.223,-28.565,-48.849
30.223,-26.565,-40.849
16.223,-28.565,-46.849
18.223,-22.565,-34.849
4.2229,-28.565,-32.849
-11.777,-32.565,-22.849
14.223,-12.565,-16.849
8.2229,-12.565,-0.8493
6.2229,-20.565,-18.849
10.223,-18.565,-18.849
18.223,-6.565,-6.8493
14.223,-2.565,-18.849
2.2229,-4.565,-18.849
12.223,13.435,3.1507
-3.7771,-12.565,-16.849
8.2229,5.435,1.1507
2.2229,3.435,5.1507
-9.7771,-4.565,-0.8493
-7.7771,-12.565,-18.849
-9.7771,-0.565,-0.8493
8.2229,7.435,-6.8493
2.2229,1.435,-8.8493
4.2229,15.435,13.151
-7.7771,-14.565,-18.849
-5.7771,-6.565,-26.849
-1.7771,-6.565,-12.849
8.2229,3.435,-10.849
6.2229,-4.565,-16.849
2.2229,-2.565,-8.8493
10.223,3.435,1.1507
-5.7771,-6.565,-2.8493
8.2229,11.435,5.1507
-7.7771,-2.565,-16.849
2.2229,-4.565,-22.849
0.2229,-6.565,-16.849
0.2229,1.435,-12.849
-7.7771,-10.565,-10.849
2.2229,-2.565,-8.8493
0.2229,3.435,-6.8493
16.223,21.435,5.1507
12.223,1.435,1.1507
8.2229,9.435,-4.8493
-19.777,-22.565,-24.849
10.223,15.435,-0.8493
0.2229,5.435,-8.8493
20.223,33.435,19.151
-7.7771,-8.565,-22.849
-11.777,-2.565,-4.8493
-3.7771,-2.565,-12.849
0.2229,1.435,-6.8493
18.223,17.435,11.151
8.2229,9.435,7.1507
18.223,15.435,7.1507
-13.777,-18.565,-14.849
20.223,23.435,23.151
10.223,13.435,7.1507
24.223,25.435,17.151
6.2229,13.435,29.151
8.2229,15.435,45.151
32.223,33.435,39.151
14.223,27.435,39.151
26.223,49.435,51.151
32.223,65.435,57.151
30.223,57.435,53.151
40.223,43.435,25.151
38.223,39.435,31.151
10.223,17.435,21.151
-23.777,9.435,15.151
-21.777,17.435,9.1507
-33.777,5.435,-2.8493
-31.777,7.435,-8.8493
-25.777,-0.565,-18.849
-33.777,-18.565,-30.849
-33.777,-10.565,-14.849
-13.777,-4.565,-12.849
-11.777,-14.565,-22.849
-1.7771,-22.565,-28.849
8.2229,-2.565,-4.8493
-7.7771,-28.565,-44.849
-1.7771,-18.565,-38.849
4.2229,-8.565,-22.849
-13.777,-32.565,-46.849
14.223,-14.565,-20.849
-1.7771,-6.565,-10.849
-7.7771,-24.565,-32.849
-3.7771,-14.565,-16.849
2.2229,-2.565,-0.8493
-5.7771,-18.565,-22.849
2.2229,-0.565,-4.8493
4.2229,-12.565,-12.849
-5.7771,-10.565,-18.849
-3.7771,-10.565,-12.849
-3.7771,-2.565,-8.8493
6.2229,-8.565,-6.8493
38.223,-26.565,-2.8493
44.223,-54.565,-10.849
78.223,-38.565,-4.8493
86.223,3.435,29.151
40.223,81.435,83.151
-53.777,225.44,257.15
-203.78,397.44,435.15
-397.78,545.43,577.15
-587.78,661.43,691.15
-711.78,765.43,755.15
-699.78,727.43,597.15
-509.78,519.43,291.15
-279.78,225.44,-28.849
-75.777,-52.565,-266.85
104.22,-204.56,-352.85
188.22,-236.56,-298.85
196.22,-246.56,-252.85
168.22,-230.56,-192.85
166.22,-206.56,-154.85
182.22,-194.56,-126.85
186.22,-162.56,-106.85
144.22,-200.56,-144.85
160.22,-168.56,-114.85
134.22,-162.56,-104.85
132.22,-142.56,-84.849
114.22,-150.56,-104.85
112.22,-130.56,-82.849
100.22,-118.56,-76.849
104.22,-106.56,-72.849
110.22,-90.565,-64.849
96.223,-82.565,-56.849
78.223,-94.565,-58.849
86.223,-66.565,-20.849
62.223,-78.565,-34.849
62.223,-68.565,-36.849
78.223,-46.565,-36.849
50.223,-60.565,-40.849
76.223,-38.565,-40.849
72.223,-26.565,-8.8493
36.223,-40.565,-26.849
48.223,-26.565,-20.849
30.223,-28.565,-26.849
42.223,-10.565,7.1507
36.223,-22.565,-12.849
26.223,-28.565,-10.849
22.223,-26.565,7.1507
18.223,-22.565,-2.8493
36.223,5.435,5.1507
22.223,-10.565,-20.849
28.223,9.435,3.1507
14.223,-6.565,3.1507
24.223,11.435,23.151
14.223,-4.565,15.151
16.223,7.435,13.151
28.223,15.435,15.151
30.223,31.435,39.151
12.223,13.435,13.151
8.2229,15.435,17.151
-5.7771,13.435,-0.8493
-5.7771,21.435,23.151
-17.777,23.435,29.151
0.2229,37.435,39.151
-27.777,25.435,33.151
-11.777,31.435,25.151
-17.777,31.435,29.151
-13.777,41.435,27.151
0.2229,57.435,51.151
-15.777,59.435,61.151
-29.777,43.435,47.151
-35.777,29.435,27.151
-17.777,65.435,57.151
-43.777,25.435,31.151
-25.777,35.435,25.151
-23.777,55.435,55.151
-29.777,39.435,45.151
-15.777,51.435,47.151
-31.777,25.435,23.151
-25.777,27.435,29.151
-5.7771,43.435,37.151
4.2229,39.435,49.151
6.2229,25.435,41.151
2.2229,5.435,25.151
6.2229,-6.565,15.151
34.223,1.435,1.1507
34.223,-10.565,-10.849
26.223,-30.565,-36.849
40.223,-34.565,-30.849
36.223,-36.565,-36.849
42.223,-38.565,-34.849
54.223,-38.565,-42.849
44.223,-50.565,-56.849
54.223,-46.565,-44.849
36.223,-50.565,-58.849
52.223,-56.565,-62.849
38.223,-62.565,-70.849
40.223,-52.565,-62.849
30.223,-48.565,-60.849
26.223,-52.565,-64.849
32.223,-32.565,-42.849
20.223,-40.565,-52.849
20.223,-40.565,-42.849
54.223,-6.565,-20.849
28.223,-26.565,-40.849
22.223,-12.565,-16.849
4.2229,-38.565,-46.849
12.223,-12.565,-18.849
38.223,-10.565,-12.849
10.223,-26.565,-30.849
8.2229,-26.565,-26.849
-1.7771,-24.565,-26.849
8.2229,-28.565,-30.849
20.223,3.435,3.1507
2.2229,-18.565,-16.849
12.223,-8.565,-10.849
-7.7771,-24.565,-20.849
26.223,-0.565,-2.8493
12.223,-12.565,-26.849
12.223,-10.565,-10.849
4.2229,-14.565,-14.849
12.223,-8.565,-20.849
-7.7771,-10.565,-26.849
-1.7771,-10.565,-22.849
-15.777,-24.565,-18.849
6.2229,7.435,1.1507
-15.777,-28.565,-28.849
18.223,1.435,-10.849
14.223,-12.565,-20.849
10.223,-4.565,-8.8493
12.223,-8.565,-12.849
10.223,1.435,-2.8493
-3.7771,-18.565,-20.849
-5.7771,-16.565,-26.849
-7.7771,-14.565,-28.849
-15.777,-16.565,-34.849
8.2229,13.435,-2.8493
12.223,7.435,-14.849
4.2229,-18.565,-26.849
24.223,9.435,3.1507
0.2229,-8.565,-2.8493
18.223,9.435,3.1507
-3.7771,-8.565,-10.849
24.223,9.435,-4.8493
20.223,13.435,7.1507
-1.7771,-14.565,-26.849
-25.777,-24.565,-24.849
-27.777,-18.565,-16.849
-1.7771,-4.565,-4.8493
22.223,11.435,-6.8493
8.2229,13.435,-8.8493
22.223,5.435,1.1507
6.2229,-2.565,9.1507
-1.7771,-2.565,3.1507
2.2229,5.435,-8.8493
6.2229,5.435,-0.8493
-11.777,-8.565,-16.849
4.2229,3.435,7.1507
24.223,9.435,15.151
6.2229,-4.565,-2.8493
0.2229,-8.565,-2.8493
-1.7771,1.435,19.151
26.223,31.435,47.151
8.2229,-2.565,29.151
20.223,29.435,47.151
16.223,11.435,23.151
26.223,37.435,37.151
42.223,49.435,51.151
42.223,45.435,57.151
42.223,35.435,51.151
34.223,27.435,37.151
4.2229,9.435,27.151
-13.777,15.435,37.151
-49.777,-10.565,-0.8493
-25.777,-12.565,-22.849
-21.777,-4.565,-0.8493
-19.777,-0.565,-26.849
4.2229,11.435,-6.8493
-23.777,-8.565,-12.849
-35.777,-28.565,-26.849
-19.777,-2.565,-10.849
2.2229,1.435,-6.8493
0.2229,-24.565,-26.849
-3.7771,-34.565,-28.849
-11.777,-28.565,-24.849
0.2229,-30.565,-36.849
18.223,-16.565,-24.849
-7.7771,-30.565,-42.849
-5.7771,-32.565,-38.849
12.223,-12.565,-12.849
24.223,1.435,7.1507
-13.777,-28.565,-18.849
-11.777,-34.565,-26.849
2.2229,-6.565,-14.849
-3.7771,-26.565,-34.849
-15.777,-12.565,-24.849
-15.777,-12.565,-4.8493
-15.777,-12.565,-4.8493
8.2229,-14.565,-4.8493
18.223,-26.565,-6.8493
40.223,-52.565,-22.849
76.223,-30.565,13.151
80.223,-20.565,21.151
44.223,43.435,81.151
-31.777,181.44,213.15
-157.78,341.44,381.15
-337.78,515.43,545.15
-521.78,631.43,655.15
-691.78,733.43,733.15
-715.78,761.43,671.15
-583.78,591.43,407.15
-359.78,313.44,73.151
-135.78,27.435,-182.85
42.223,-188.56,-348.85
158.22,-262.56,-346.85
196.22,-256.56,-292.85
208.22,-208.56,-210.85
190.22,-198.56,-168.85
168.22,-198.56,-142.85
152.22,-198.56,-138.85
150.22,-192.56,-126.85
146.22,-180.56,-122.85
134.22,-182.56,-116.85
120.22,-172.56,-118.85
130.22,-162.56,-88.849
128.22,-142.56,-88.849
122.22,-128.56,-80.849
108.22,-122.56,-76.849
88.223,-114.56,-68.849
72.223,-116.56,-72.849
96.223,-90.565,-56.849
74.223,-88.565,-48.849
82.223,-72.565,-42.849
72.223,-72.565,-40.849
60.223,-64.565,-50.849
60.223,-54.565,-24.849
46.223,-54.565,-12.849
52.223,-56.565,-32.849
44.223,-52.565,-32.849
30.223,-58.565,-40.849
38.223,-34.565,-10.849
38.223,-24.565,-10.849
36.223,-24.565,-4.8493
14.223,-32.565,-12.849
20.223,-32.565,-18.849
28.223,-14.565,-4.8493
0.2229,-26.565,-8.8493
22.223,-6.565,1.1507
24.223,1.435,9.1507
26.223,-10.565,-14.849
-1.7771,-16.565,9.1507
16.223,-2.565,23.151
22.223,-2.565,3.1507
20.223,-0.565,7.1507
12.223,-2.565,1.1507
14.223,33.435,45.151
-17.777,1.435,15.151
0.2229,9.435,23.151
-13.777,9.435,15.151
-21.777,-2.565,1.1507
-15.777,25.435,25.151
-13.777,29.435,35.151
-15.777,33.435,45.151
-39.777,19.435,37.151
-29.777,37.435,53.151
-29.777,33.435,31.151
-23.777,27.435,31.151
-19.777,45.435,51.151
-25.777,43.435,43.151
-31.777,45.435,39.151
-43.777,35.435,33.151
-45.777,25.435,19.151
-23.777,33.435,25.151
-7.7771,43.435,47.151
-37.777,15.435,43.151
-31.777,19.435,41.151
-33.777,11.435,25.151
-15.777,27.435,17.151
-1.7771,25.435,33.151
-3.7771,23.435,43.151
-7.7771,1.435,29.151
-9.7771,-4.565,17.151
-5.7771,-10.565,17.151
26.223,-10.565,5.1507
14.223,-22.565,-0.8493
32.223,-30.565,-20.849
32.223,-32.565,-14.849
48.223,-34.565,-28.849
30.223,-68.565,-48.849
20.223,-70.565,-60.849
36.223,-62.565,-52.849
40.223,-64.565,-34.849
42.223,-58.565,-42.849
6.2229,-84.565,-72.849
4.2229,-90.565,-88.849
22.223,-58.565,-62.849
38.223,-50.565,-52.849
30.223,-36.565,-32.849
6.2229,-56.565,-52.849
12.223,-44.565,-36.849
6.2229,-42.565,-52.849
18.223,-32.565,-32.849
22.223,-30.565,-32.849
10.223,-40.565,-44.849
12.223,-34.565,-24.849
-3.7771,-26.565,-12.849
-9.7771,-28.565,1.1507
2.2229,-34.565,-26.849
-3.7771,-40.565,-26.849
10.223,-14.565,-12.849
4.2229,-32.565,-24.849
12.223,-12.565,-18.849
-13.777,-38.565,-44.849
-7.7771,-24.565,-6.8493
-11.777,-26.565,-4.8493
2.2229,-20.565,-16.849
4.2229,-16.565,-14.849
-11.777,-28.565,-10.849
-3.7771,-14.565,-14.849
-5.7771,-18.565,-16.849
8.2229,-4.565,-14.849
-9.7771,-16.565,-24.849
-11.777,-22.565,-24.849
-3.7771,-16.565,-20.849
-5.7771,-0.565,-2.8493
-15.777,-30.565,-26.849
-17.777,-28.565,-18.849
-9.7771,-24.565,-16.849
-1.7771,-10.565,-12.849
-7.7771,-20.565,-34.849
-11.777,-24.565,-24.849
6.2229,-16.565,-26.849
0.2229,-16.565,-20.849
2.2229,-10.565,-12.849
-15.777,-40.565,-30.849
-3.7771,-6.565,-0.8493
-17.777,-18.565,5.1507
-9.7771,-26.565,-20.849
-3.7771,-8.565,-12.849
-11.777,-32.565,-36.849
-9.7771,-4.565,-14.849
2.2229,11.435,1.1507
-31.777,-36.565,-34.849
6.2229,-12.565,-12.849
-13.777,-16.565,-2.8493
-9.7771,-18.565,-20.849
6.2229,-0.565,-2.8493
-27.777,-18.565,-8.8493
8.2229,-14.565,-0.8493
-17.777,-18.565,13.151
4.2229,-8.565,-2.8493
6.2229,-2.565,3.1507
-9.7771,-0.565,9.1507
-9.7771,-8.565,-10.849
-7.7771,11.435,21.151
12.223,3.435,13.151
-7.7771,11.435,31.151
8.2229,19.435,23.151
10.223,27.435,35.151
24.223,49.435,63.151
16.223,47.435,49.151
30.223,45.435,57.151
18.223,35.435,33.151
12.223,43.435,53.151
-5.7771,29.435,51.151
-45.777,-4.565,17.151
-31.777,-12.565,-0.8493
-39.777,-12.565,-2.8493
-33.777,-8.565,-10.849
-25.777,-10.565,-22.849
-35.777,-14.565,-18.849
-29.777,-14.565,-24.849
-23.777,-20.565,-16.849
-3.7771,-6.565,-10.849
-41.777,-48.565,-56.849
-5.7771,-26.565,-24.849
-33.777,-50.565,-46.849
6.2229,-26.565,-32.849
-1.7771,-34.565,-46.849
-5.7771,-38.565,-44.849
-1.7771,-36.565,-32.849
-7.7771,-26.565,-22.849
-11.777,-30.565,-28.849
-7.7771,-22.565,-16.849
-13.777,-26.565,-22.849
-11.777,-30.565,-24.849
-1.7771,-14.565,-8.8493
-5.7771,-24.565,-20.849
4.2229,-14.565,-10.849
-15.777,-16.565,-6.8493
-13.777,-2.565,1.1507
-1.7771,-2.565,7.1507
-15.777,-22.565,-24.849
24.223,-42.565,-44.849
46.223,-50.565,-30.849
92.223,-20.565,21.151
70.223,-6.565,41.151
18.223,53.435,83.151
-53.777,199.44,239.15
-171.78,377.44,439.15
-339.78,559.43,583.15
-513.78,671.43,681.15
-653.78,775.43,781.15
-675.78,809.43,705.15
-509.78,617.43,381.15
-315.78,317.44,27.151
-101.78,29.435,-216.85
76.223,-192.56,-376.85
184.22,-260.56,-364.85
200.22,-260.56,-276.85
196.22,-228.56,-194.85
154.22,-226.56,-148.85
138.22,-234.56,-154.85
142.22,-206.56,-142.85
140.22,-202.56,-132.85
118.22,-208.56,-132.85
124.22,-182.56,-124.85
106.22,-190.56,-132.85
122.22,-152.56,-82.849
98.223,-152.56,-88.849
92.223,-146.56,-100.85
88.223,-118.56,-82.849
64.223,-118.56,-68.849
84.223,-110.56,-70.849
88.223,-90.565,-50.849
66.223,-94.565,-48.849
66.223,-98.565,-60.849
68.223,-72.565,-30.849
46.223,-80.565,-48.849
52.223,-56.565,-44.849
46.223,-60.565,-32.849
32.223,-42.565,-24.849
44.223,-44.565,-32.849
44.223,-34.565,-28.849
48.223,-34.565,-28.849
36.223,-34.565,-24.849
24.223,-30.565,-8.8493
18.223,-28.565,-10.849
24.223,-22.565,-6.8493
16.223,-24.565,-10.849
30.223,-4.565,-6.8493
18.223,-16.565,-6.8493
4.2229,-14.565,7.1507
-1.7771,-18.565,-2.8493
20.223,11.435,17.151
22.223,-0.565,-8.8493
2.2229,-6.565,9.1507
0.2229,9.435,19.151
2.2229,27.435,35.151
-5.7771,13.435,17.151
-11.777,9.435,13.151
-15.777,19.435,25.151
-13.777,25.435,31.151
-5.7771,15.435,21.151
-3.7771,27.435,25.151
-17.777,25.435,39.151
-17.777,45.435,61.151
0.2229,51.435,63.151
-21.777,37.435,37.151
-21.777,53.435,41.151
-29.777,55.435,43.151
-29.777,53.435,55.151
-33.777,41.435,37.151
-15.777,63.435,69.151
-15.777,41.435,45.151
-21.777,41.435,39.151
-49.777,27.435,29.151
-35.777,29.435,33.151
-11.777,53.435,67.151
-23.777,39.435,57.151
-13.777,25.435,29.151
-7.7771,37.435,53.151
0.2229,23.435,43.151
-5.7771,3.435,17.151
-5.7771,5.435,13.151
8.2229,7.435,17.151
18.223,-2.565,3.1507
20.223,-14.565,1.1507
26.223,-18.565,1.1507
10.223,-42.565,-24.849
34.223,-28.565,-16.849
34.223,-44.565,-42.849
44.223,-40.565,-36.849
40.223,-66.565,-56.849
50.223,-52.565,-54.849
38.223,-64.565,-74.849
48.223,-44.565,-64.849
24.223,-68.565,-78.849
40.223,-56.565,-58.849
10.223,-74.565,-66.849
30.223,-64.565,-60.849
32.223,-52.565,-60.849
32.223,-40.565,-54.849
22.223,-42.565,-38.849
0.2229,-54.565,-40.849
34.223,-24.565,-24.849
18.223,-38.565,-38.849
12.223,-32.565,-32.849
-1.7771,-46.565,-42.849
-1.7771,-32.565,-16.849
24.223,-14.565,-4.8493
6.2229,-20.565,-10.849
6.2229,-12.565,-20.849
2.2229,-22.565,-30.849
20.223,-0.565,-4.8493
8.2229,-20.565,-10.849
6.2229,-6.565,-6.8493
2.2229,-14.565,-14.849
-1.7771,-22.565,-18.849
20.223,-12.565,-4.8493
0.2229,-16.565,-12.849
6.2229,-8.565,-12.849
-5.7771,1.435,3.1507
